node_id,in_degree,out_degree,total_degree
7076,7,15,22
7077,6,13,19
7078,52,31,83
7079,8,12,20
7080,0,11,11
7081,1,4,5
7082,9,32,41
7083,0,37,37
7084,1,0,1
7086,9,10,19
7087,4,28,32
7088,1,11,12
7089,49,19,68
7090,61,57,118
7091,0,1,1
7092,2,6,8
7093,1,0,1
7094,1,8,9
7095,3,13,16
7096,32,13,45
7097,20,38,58
7098,0,9,9
7099,6,16,22
7100,11,25,36
7101,3,2,5
7102,3,10,13
7103,0,2,2
7104,8,11,19
7105,6,7,13
7106,22,31,53
7107,18,16,34
7108,2,2,4
7109,10,54,64
7110,1,39,40
7111,0,3,3
7112,0,2,2
7113,0,12,12
7114,0,8,8
7115,2,20,22
7116,7,9,16
7119,5,16,21
7120,41,35,76
7121,8,3,11
7122,1,20,21
7123,2,4,6
7124,19,10,29
7125,7,32,39
7126,8,25,33
7127,10,14,24
7128,1,5,6
7129,2,6,8
7130,3,25,28
7131,25,23,48
7132,2,1,3
7133,2,21,23
7134,1,8,9
7135,6,4,10
7136,1,4,5
7137,8,14,22
7138,8,4,12
7139,1,2,3
7140,24,41,65
7141,5,23,28
7142,7,13,20
7143,7,9,16
7144,7,1,8
7145,10,37,47
7146,94,20,114
7147,33,35,68
7148,3,13,16
7149,0,6,6
7150,4,15,19
7151,0,2,2
7152,1,9,10
7153,49,29,78
7154,9,17,26
7155,0,18,18
7156,20,7,27
7157,16,25,41
7158,11,70,81
7159,10,11,21
7160,2,25,27
7161,5,11,16
7162,0,4,4
7164,2,4,6
7165,1,5,6
7166,7,19,26
7167,0,2,2
7168,22,26,48
7169,9,21,30
7170,78,263,341
7171,5,40,45
7172,4,15,19
7173,8,39,47
7174,27,18,45
7175,64,19,83
7176,7,5,12
7177,67,47,114
7178,1,7,8
7179,4,4,8
7181,19,14,33
7182,1,1,2
7183,3,19,22
7184,9,26,35
7185,7,4,11
7186,2,10,12
7187,5,8,13
7188,0,10,10
7189,14,4,18
7191,197,46,243
7192,3,6,9
7194,0,4,4
7195,10,143,153
7197,7,20,27
7198,3,20,23
7199,6,0,6
7200,6,16,22
7202,3,19,22
7203,17,17,34
7204,63,10,73
7205,12,34,46
7206,13,9,22
7207,1,10,11
7208,6,12,18
7209,30,60,90
7210,1,2,3
7211,10,45,55
7212,0,21,21
7213,17,10,27
7214,3,11,14
7215,29,36,65
7216,1,7,8
7217,30,17,47
7219,1,3,4
7220,17,10,27
7221,2,3,5
7222,5,31,36
7223,3,15,18
7224,2,1,3
7225,1,8,9
7226,59,19,78
7227,2,4,6
7228,1,6,7
7229,0,2,2
7230,4,5,9
7231,18,28,46
7232,2,0,2
7233,9,6,15
7234,14,38,52
7235,19,23,42
7236,8,61,69
7237,4,3,7
7238,2,3,5
7239,15,31,46
7240,2,65,67
7241,11,15,26
7242,11,7,18
7243,11,45,56
7245,1,1,2
7246,1,11,12
7247,19,10,29
7248,1,5,6
7249,1,1,2
7250,14,36,50
7252,8,11,19
7253,3,39,42
7254,10,15,25
7255,22,20,42
8001,147,16,163
8002,15,31,46
8003,3,4,7
8004,0,34,34
8005,2,7,9
8006,0,29,29
8007,0,2,2
8008,16,14,30
8009,4,1,5
8010,15,5,20
8011,3,3,6
8012,13,27,40
8013,105,30,135
8014,1,5,6
8015,58,46,104
8016,52,17,69
8017,0,4,4
8018,0,3,3
8019,0,38,38
8020,2,16,18
8021,1,0,1
8022,5,4,9
8023,20,38,58
8024,0,1,1
8025,2,4,6
8026,0,8,8
8027,19,18,37
8028,16,12,28
8029,2,22,24
8030,15,43,58
8031,12,28,40
8032,2,1,3
8033,41,38,79
8034,2,5,7
8035,3,5,8
8036,1,8,9
8037,0,3,3
8038,30,21,51
8039,6,16,22
8040,3,2,5
8041,12,36,48
8042,62,40,102
8043,0,3,3
8044,14,11,25
8045,5,9,14
8046,4,23,27
8047,2,10,12
8048,4,37,41
8049,3,4,7
8050,28,20,48
8051,18,10,28
8052,18,10,28
8053,48,26,74
8054,58,26,84
8055,7,15,22
8057,49,31,80
8058,8,21,29
8059,1,3,4
8060,2,8,10
8061,7,18,25
8062,6,31,37
8063,6,3,9
8064,17,9,26
8065,8,19,27
8066,1,6,7
8067,2,13,15
8068,0,39,39
8069,0,2,2
8070,4,8,12
8071,16,10,26
8072,1,4,5
8073,11,28,39
8074,35,29,64
8075,94,25,119
8076,59,21,80
8077,1,5,6
8078,2,2,4
8079,25,7,32
8080,2,16,18
8081,52,43,95
8082,9,11,20
8083,12,24,36
8084,16,29,45
8086,0,30,30
8087,15,18,33
8088,22,20,42
8089,15,24,39
8090,44,54,98
8091,17,45,62
8092,26,36,62
8093,2,10,12
8094,5,8,13
8095,4,2,6
8096,9,23,32
8097,1,4,5
8098,0,4,4
8099,2,7,9
8100,0,16,16
8101,44,17,61
8102,15,51,66
8103,2,25,27
8104,0,8,8
8105,6,22,28
8106,5,19,24
8107,3,23,26
8108,19,14,33
8109,1,6,7
8110,3,3,6
8111,6,8,14
8112,36,47,83
8114,6,2,8
8118,16,17,33
8119,14,49,63
8120,5,9,14
8121,0,4,4
8122,2,3,5
8123,25,16,41
8124,0,8,8
8125,27,40,67
8126,16,11,27
8127,20,25,45
8128,27,34,61
8129,5,11,16
8130,1,65,66
8131,8,3,11
8132,24,25,49
8133,11,26,37
8134,5,20,25
8135,0,5,5
8136,2,5,7
8137,0,20,20
8138,2,8,10
8139,4,8,12
8140,99,16,115
8141,7,44,51
8142,124,48,172
8143,1,18,19
8144,27,24,51
8145,23,12,35
8146,4,10,14
8147,6,9,15
8148,3,3,6
8149,13,24,37
8150,4,9,13
8151,29,69,98
8152,0,4,4
8153,0,2,2
8154,21,9,30
8155,0,14,14
8156,1,10,11
8157,0,15,15
8158,1,0,1
8159,0,2,2
8160,7,11,18
8161,3,4,7
8162,5,13,18
8164,15,34,49
8165,15,16,31
8166,1,13,14
8167,7,44,51
8168,3,7,10
8169,0,27,27
8170,10,10,20
8171,1,13,14
8172,10,22,32
8173,18,35,53
8175,4,20,24
8176,1,5,6
8177,28,17,45
8179,0,11,11
8180,1,23,24
8181,5,4,9
8182,1,2,3
8183,0,1,1
8184,7,4,11
8185,16,5,21
8186,6,32,38
8188,42,24,66
8189,0,1,1
8190,29,23,52
8191,11,9,20
8192,35,25,60
8193,2,15,17
8194,15,42,57
8195,3,1,4
8196,1,19,20
8197,4,7,11
8198,0,6,6
8199,12,11,23
8200,3,58,61
8201,6,15,21
8202,0,7,7
8203,30,26,56
8204,62,11,73
8205,54,50,104
8206,0,4,4
8207,1,1,2
8208,9,23,32
8209,3,14,17
8210,15,6,21
8211,6,38,44
8212,0,24,24
8213,4,30,34
8214,13,12,25
8215,0,12,12
8216,3,3,6
8217,0,1,1
8218,0,3,3
8219,0,3,3
8220,0,11,11
8221,20,20,40
8222,0,12,12
8223,0,1,1
8224,2,10,12
8225,10,12,22
8226,3,40,43
8227,46,30,76
8228,1,6,7
8229,0,4,4
8230,16,47,63
8231,70,11,81
8232,16,9,25
8233,0,8,8
8234,1,7,8
8235,5,3,8
8236,0,2,2
8237,13,11,24
8238,0,6,6
8239,2,16,18
8240,5,3,8
8241,39,99,138
8242,2,21,23
8245,5,13,18
8246,0,3,3
8247,5,15,20
8248,1,1,2
8249,3,52,55
8250,52,26,78
8251,3,8,11
8252,94,25,119
8253,8,14,22
9002,28,17,45
9004,3,1,4
9005,0,1,1
9006,1,19,20
9007,3,8,11
9008,7,9,16
9009,10,38,48
9010,18,15,33
9011,5,7,12
9012,0,1,1
9013,2,4,6
9014,2,2,4
9015,13,40,53
9016,10,29,39
9017,6,10,16
9018,5,14,19
9019,25,28,53
9020,2,18,20
9021,5,37,42
9022,23,39,62
9023,16,13,29
9025,12,21,33
9026,4,13,17
9027,2,4,6
9028,7,12,19
9029,5,2,7
9030,50,36,86
9031,3,7,10
9032,9,27,36
9033,0,6,6
9034,1,3,4
9035,1,2,3
9036,1,2,3
9037,10,13,23
9038,38,62,100
9039,12,11,23
9040,0,2,2
9041,1,10,11
9042,18,28,46
9043,3,13,16
9044,2,10,12
9045,10,4,14
9046,2,7,9
9047,30,13,43
9048,7,12,19
9049,0,6,6
9050,11,26,37
9051,6,18,24
9052,10,2,12
9053,1,3,4
9054,12,31,43
9055,4,7,11
9056,22,24,46
9057,1,18,19
9058,0,1,1
9059,10,42,52
9060,7,33,40
9061,66,30,96
9062,9,35,44
9063,7,8,15
9064,4,6,10
9065,3,6,9
9066,1,10,11
9067,12,17,29
9068,9,9,18
9069,1,0,1
9070,4,14,18
9071,4,3,7
9072,8,34,42
9073,5,3,8
9074,13,17,30
9075,2,12,14
9077,2,10,12
9078,0,8,8
9079,0,6,6
9080,0,3,3
9081,0,4,4
9082,3,31,34
9083,31,9,40
9084,5,21,26
9085,0,2,2
9086,7,4,11
9087,10,23,33
9088,0,4,4
9089,11,26,37
9090,13,23,36
9091,1,4,5
9092,1,6,7
9093,0,8,8
9094,0,3,3
9095,3,40,43
9096,18,41,59
9097,0,3,3
9098,4,31,35
9099,0,7,7
9100,3,12,15
9101,32,28,60
9102,4,8,12
9103,174,16,190
9104,3,2,5
9105,40,24,64
9106,24,51,75
9107,8,32,40
9108,1,1,2
9109,6,7,13
9110,19,13,32
9111,3,8,11
9112,19,39,58
9113,3,10,13
9114,0,1,1
9115,1,4,5
9116,2,6,8
9117,11,23,34
9118,1,26,27
9119,2,15,17
9120,5,12,17
9121,3,4,7
9122,20,8,28
9123,4,0,4
9124,3,6,9
9125,2,14,16
9126,27,22,49
9127,19,13,32
9128,1,11,12
9129,0,3,3
9130,6,3,9
9131,1,18,19
9132,3,27,30
9133,3,23,26
9134,0,19,19
9135,13,51,64
9136,3,10,13
9137,17,20,37
9138,19,11,30
9139,25,74,99
9140,29,21,50
9141,13,43,56
9142,77,41,118
9143,1,15,16
9144,9,8,17
9146,3,22,25
9147,6,18,24
9148,196,18,214
9149,1,11,12
9150,3,11,14
9151,0,4,4
9152,9,35,44
9153,17,11,28
9154,1,14,15
9155,1,13,14
9156,21,55,76
9157,2,9,11
9158,9,13,22
9159,8,14,22
9160,21,22,43
9161,1,13,14
9162,2,10,12
9163,13,11,24
9164,0,14,14
9165,1,9,10
9166,5,16,21
9167,24,18,42
9168,17,8,25
9169,1,9,10
9170,0,1,1
9171,28,38,66
9172,10,15,25
9173,7,13,20
9174,5,19,24
9175,11,28,39
9176,29,33,62
9178,8,4,12
9179,0,9,9
9180,3,14,17
9181,28,20,48
9182,29,52,81
9183,20,20,40
9184,5,24,29
9185,14,17,31
9186,6,12,18
9187,6,25,31
9188,17,7,24
9189,11,63,74
9190,4,19,23
9191,62,27,89
9192,3,4,7
9193,8,18,26
9194,0,27,27
9195,12,6,18
9196,27,22,49
9197,7,8,15
9198,6,24,30
9199,13,40,53
9200,0,1,1
9201,2,1,3
9202,18,158,176
9203,1,20,21
9204,1,2,3
9205,3,11,14
9206,0,29,29
9207,2,19,21
9208,0,5,5
9209,18,16,34
9210,9,11,20
9211,58,28,86
9212,23,11,34
9213,11,58,69
9214,3,20,23
9215,5,26,31
9216,0,7,7
9217,9,10,19
9218,1,1,2
9219,14,9,23
9220,4,4,8
9221,2,17,19
9222,2,6,8
9223,1,22,23
9224,5,43,48
9225,7,6,13
9226,8,30,38
9227,7,12,19
9228,1,24,25
9229,6,11,17
9230,2,5,7
9231,12,8,20
9232,2,5,7
9233,29,66,95
9234,12,24,36
9235,1,6,7
9236,5,3,8
9237,3,19,22
9238,0,7,7
9239,5,15,20
9240,6,15,21
9241,2,3,5
9242,19,64,83
9243,7,11,18
9244,42,7,49
9245,1,10,11
9246,67,36,103
9247,16,32,48
9248,1,8,9
9249,0,4,4
9250,7,22,29
9251,1,9,10
9252,6,44,50
10001,0,27,27
10002,9,35,44
10003,9,15,24
10004,9,44,53
10005,4,24,28
10006,31,26,57
10007,0,23,23
10008,2,8,10
10009,1,1,2
10010,41,25,66
10011,1,0,1
10012,3,13,16
10013,0,3,3
10014,18,27,45
10015,6,31,37
10016,20,48,68
10017,29,34,63
10018,1,0,1
10019,2,0,2
10020,0,13,13
10021,26,20,46
10022,3,19,22
10023,10,33,43
10025,12,16,28
10026,8,34,42
10027,0,20,20
10028,26,27,53
10029,0,4,4
10030,1,1,2
10031,2,6,8
10032,4,4,8
10033,0,7,7
10034,27,28,55
10035,1,4,5
10036,0,9,9
10038,4,14,18
10039,1,1,2
10040,9,15,24
10041,2,4,6
10042,14,17,31
10043,5,4,9
10044,3,36,39
10045,9,35,44
10046,1,29,30
10047,0,22,22
10048,12,47,59
10049,2,11,13
10050,7,8,15
10051,12,9,21
10052,0,16,16
10053,1,4,5
10054,6,95,101
10055,3,7,10
10056,0,7,7
10057,7,3,10
10058,12,26,38
10059,12,34,46
10060,110,51,161
10061,2,29,31
10063,24,16,40
10064,6,0,6
10065,4,7,11
10066,7,9,16
10067,0,2,2
10068,2,13,15
10069,9,21,30
10071,24,13,37
10072,12,27,39
10073,5,2,7
10074,0,3,3
10075,4,7,11
10076,19,7,26
10077,1,13,14
10078,2,38,40
10079,3,5,8
10080,1,6,7
10081,0,5,5
10082,12,10,22
10083,2,9,11
10084,0,21,21
10085,0,12,12
10086,2,24,26
10087,11,20,31
10088,54,38,92
10089,1,0,1
10090,84,21,105
10091,18,36,54
10092,0,13,13
10093,18,34,52
10094,6,15,21
10095,10,13,23
10096,9,14,23
10097,4,4,8
10098,5,16,21
10099,4,12,16
10100,4,19,23
10101,30,31,61
10102,19,14,33
10103,1,23,24
10104,13,22,35
10105,28,20,48
10106,5,13,18
10107,4,16,20
10108,129,32,161
10109,0,11,11
10110,1,21,22
10111,0,1,1
10112,22,9,31
10113,31,24,55
10114,0,4,4
10115,3,19,22
10116,9,21,30
10117,5,35,40
10118,5,12,17
10119,23,21,44
10121,5,18,23
10122,20,53,73
10123,0,6,6
10124,16,18,34
10125,0,2,2
10126,0,2,2
10127,35,17,52
10128,1,9,10
10129,10,6,16
10130,2,6,8
10131,0,4,4
10132,0,2,2
10133,10,22,32
10134,2,1,3
10135,7,9,16
10136,0,1,1
10137,31,45,76
10138,15,8,23
10139,1,6,7
10140,1,1,2
10141,9,27,36
10142,0,14,14
10143,0,55,55
10144,6,34,40
10145,7,13,20
10146,0,5,5
10147,0,6,6
10148,7,12,19
10149,5,6,11
10151,8,22,30
10152,3,5,8
10153,3,11,14
10154,2,10,12
10155,1,21,22
10156,1,4,5
10158,7,28,35
10159,1,1,2
10160,9,14,23
10161,0,3,3
10162,0,4,4
10163,7,25,32
10164,0,11,11
10165,14,23,37
10166,1,18,19
10167,25,29,54
10168,4,10,14
10169,6,26,32
10170,9,22,31
10171,5,10,15
10172,8,9,17
10173,6,8,14
10175,54,14,68
10176,6,3,9
10177,15,10,25
10178,0,2,2
10179,9,40,49
10180,0,11,11
10181,9,23,32
10182,9,15,24
10183,11,8,19
10184,1,11,12
10185,2,4,6
10186,32,14,46
10187,17,11,28
10188,0,1,1
10189,2,29,31
10190,27,28,55
10191,10,11,21
10192,10,37,47
10193,0,12,12
10194,4,22,26
10195,4,26,30
10196,31,38,69
10197,0,3,3
10198,39,11,50
10199,1,2,3
10200,12,26,38
10201,18,2,20
10202,4,19,23
10203,6,9,15
10204,44,41,85
10205,27,18,45
10206,14,14,28
10207,14,29,43
10208,2,14,16
10209,1,1,2
10210,0,2,2
10211,2,5,7
10212,0,1,1
10214,8,7,15
10215,26,29,55
10216,0,5,5
10217,26,14,40
10218,48,17,65
10219,0,5,5
10220,30,22,52
10221,28,48,76
10222,7,35,42
10223,33,46,79
10224,0,3,3
10225,11,1,12
10226,2,25,27
10227,2,3,5
10228,3,5,8
10229,2,9,11
10230,0,1,1
10232,28,28,56
10233,0,36,36
10234,0,3,3
10235,1,2,3
10236,2,1,3
10237,4,31,35
10238,5,20,25
10239,16,8,24
10240,53,65,118
10241,6,21,27
10242,0,22,22
10243,1,14,15
10244,13,40,53
10245,1,7,8
10246,1,8,9
10247,11,39,50
10248,1,18,19
10251,26,28,54
10252,69,19,88
10253,2,8,10
10254,0,13,13
10255,7,14,21
10256,15,46,61
10257,5,7,12
10258,3,21,24
10259,5,3,8
10260,7,3,10
10261,0,7,7
10262,9,14,23
10263,1,15,16
10264,30,8,38
10265,5,6,11
10266,3,13,16
10267,0,6,6
10268,8,10,18
10269,18,22,40
10270,0,31,31
10271,7,29,36
10272,8,11,19
10273,2,1,3
10274,27,7,34
10275,23,26,49
10276,2,3,5
10277,1,4,5
10278,2,17,19
10279,38,43,81
10280,2,31,33
10281,6,14,20
10282,20,21,41
10283,4,12,16
10285,8,23,31
10286,10,23,33
10287,2,13,15
10288,0,2,2
10289,0,9,9
10290,1,4,5
10291,1,3,4
10292,6,17,23
10293,13,10,23
11001,4,15,19
11002,17,31,48
11003,0,43,43
11004,2,10,12
11005,2,1,3
11006,25,26,51
11007,1,12,13
11008,13,20,33
11009,43,22,65
11010,2,10,12
11011,7,7,14
11012,1,7,8
11013,7,19,26
11014,4,6,10
11015,1,1,2
11016,12,35,47
11017,64,37,101
11018,27,20,47
11019,3,37,40
11020,10,13,23
11021,16,3,19
11022,0,2,2
11023,46,26,72
11024,11,25,36
11026,0,4,4
11027,9,9,18
11028,0,9,9
11029,4,72,76
11030,1,5,6
11031,5,19,24
11032,0,64,64
11033,70,20,90
11034,9,13,22
11035,7,7,14
11036,2,7,9
11037,4,25,29
11038,6,23,29
11039,0,15,15
11040,10,21,31
11041,9,47,56
11043,2,15,17
11044,4,44,48
11045,18,8,26
11046,5,15,20
11047,0,19,19
11048,11,73,84
11049,6,11,17
11050,2,10,12
11051,6,16,22
11052,3,1,4
11053,4,13,17
11054,4,12,16
11055,0,1,1
11056,3,19,22
11057,5,40,45
11058,2,4,6
11059,2,32,34
11060,29,49,78
11061,2,0,2
11063,1,1,2
11064,0,2,2
11065,0,5,5
11066,8,17,25
11067,1,11,12
11068,0,5,5
11070,6,9,15
11071,0,11,11
11072,6,26,32
11073,83,58,141
11075,7,34,41
11076,2,5,7
11077,66,31,97
11078,1,1,2
11079,37,27,64
11080,3,15,18
11081,1,14,15
11082,0,1,1
11083,2,15,17
11084,4,1,5
11085,2,12,14
11086,16,40,56
11087,0,1,1
11088,37,41,78
11089,100,18,118
11090,3,17,20
11091,7,32,39
11092,0,18,18
11093,2,49,51
11094,11,63,74
11095,46,81,127
11096,5,4,9
11097,6,17,23
11098,2,16,18
11099,40,19,59
11100,1,3,4
11101,2,44,46
11102,6,40,46
11103,3,10,13
11104,1,4,5
11105,3,8,11
11106,2,20,22
11107,7,47,54
11108,9,14,23
11109,10,20,30
11110,5,36,41
11111,13,51,64
11112,5,20,25
11113,14,18,32
11114,19,18,37
11115,44,41,85
11116,7,4,11
11117,24,13,37
11118,24,5,29
11119,3,38,41
11120,2,27,29
11121,8,13,21
11122,3,28,31
11123,4,7,11
11124,0,3,3
11125,72,41,113
11126,3,1,4
11127,34,35,69
11128,2,8,10
11130,22,24,46
11131,39,55,94
11132,6,14,20
11133,0,2,2
11134,2,8,10
11135,0,4,4
11136,4,10,14
11137,20,9,29
11138,41,14,55
11139,14,14,28
11140,22,31,53
11141,41,13,54
11143,1,13,14
11144,2,18,20
11145,2,21,23
11146,24,34,58
11147,9,29,38
11148,10,58,68
11149,10,19,29
11150,1,0,1
11151,0,17,17
11152,40,8,48
11153,13,23,36
11154,0,19,19
11155,5,2,7
11156,102,24,126
11157,1,1,2
11158,1,4,5
11159,7,10,17
11160,24,8,32
11161,2,6,8
11162,0,6,6
11163,0,10,10
11164,0,10,10
11165,0,8,8
11166,14,55,69
11167,12,24,36
11168,1,6,7
11169,1,7,8
11170,7,36,43
11171,7,11,18
11172,62,8,70
11173,6,13,19
11174,4,5,9
11175,14,28,42
11176,2,13,15
11177,24,11,35
11178,0,10,10
11179,10,15,25
11180,0,1,1
11181,0,5,5
11182,10,42,52
11183,6,1,7
11184,1,8,9
11185,1,24,25
11186,2,17,19
11187,6,24,30
11188,2,10,12
11189,4,4,8
11190,39,25,64
11191,8,35,43
11192,8,31,39
11193,47,46,93
11194,8,8,16
11195,0,5,5
11196,6,7,13
11197,19,181,200
11198,3,3,6
11199,0,1,1
11200,1,7,8
11201,0,1,1
11202,1,21,22
11203,0,3,3
11204,8,27,35
11205,11,17,28
11206,4,13,17
11207,3,24,27
11208,4,17,21
11209,5,2,7
11210,0,3,3
11211,3,14,17
11212,0,1,1
11213,0,1,1
11214,3,8,11
11215,13,8,21
11216,4,5,9
11217,22,33,55
11218,24,22,46
11219,2,18,20
11220,12,16,28
11221,1,12,13
11222,0,26,26
11223,5,22,27
11224,1,9,10
11225,36,13,49
11226,41,52,93
11227,3,22,25
11228,0,5,5
11229,4,1,5
11230,18,17,35
11231,2,1,3
11232,1,7,8
11233,12,40,52
11234,4,5,9
11235,1,13,14
11236,12,24,36
11237,3,1,4
11238,23,14,37
11239,9,16,25
11240,8,54,62
11241,28,39,67
11242,7,7,14
11243,3,12,15
11244,15,30,45
11245,4,36,40
11246,0,2,2
11247,11,25,36
11248,1,17,18
11249,2,11,13
11250,0,1,1
11251,12,43,55
11252,5,17,22
11253,1,57,58
11254,10,17,27
11255,10,15,25
11256,113,9,122
11257,9,17,26
11258,12,12,24
11259,3,8,11
11260,2,6,8
11261,4,20,24
11262,15,6,21
11263,1,3,4
11264,12,19,31
11265,1,1,2
11266,2,3,5
11268,2,3,5
11269,34,32,66
11270,1,4,5
11271,2,23,25
11272,2,8,10
11273,1,10,11
11274,1,0,1
11275,1,2,3
11276,9,15,24
11278,10,2,12
11279,15,18,33
11280,0,2,2
11281,6,33,39
11282,20,55,75
11283,10,83,93
11284,4,6,10
11285,0,24,24
11286,0,13,13
11287,2,5,7
11288,28,26,54
11289,16,12,28
11290,14,17,31
11291,0,1,1
11292,1,30,31
11293,0,3,3
11294,1,16,17
12001,0,1,1
12002,2,6,8
12003,4,4,8
12004,0,5,5
12005,0,4,4
12006,0,4,4
12007,11,22,33
12008,0,14,14
12009,30,36,66
12010,5,11,16
12011,52,22,74
12012,0,10,10
12013,9,13,22
12014,7,6,13
12015,1,5,6
12016,6,6,12
12017,1,9,10
12018,4,9,13
12019,0,3,3
12020,0,3,3
12021,3,7,10
12022,0,9,9
12023,18,21,39
12024,14,68,82
12025,19,20,39
12026,3,21,24
12027,0,2,2
12028,5,8,13
12029,2,30,32
12030,1,29,30
12031,4,12,16
12032,7,11,18
12033,12,34,46
12034,24,25,49
12035,24,39,63
12036,2,1,3
12037,22,19,41
12039,4,3,7
12040,0,1,1
12041,56,18,74
12042,10,58,68
12043,4,9,13
12044,27,23,50
12045,0,9,9
12046,12,5,17
12047,0,1,1
12048,7,6,13
12049,7,33,40
12050,5,32,37
12051,3,21,24
12052,59,11,70
12053,3,28,31
12054,39,30,69
12055,2,1,3
12056,6,8,14
12057,5,7,12
12058,1,21,22
12059,2,21,23
12060,19,12,31
12061,5,24,29
12062,2,77,79
12064,1,5,6
12065,12,25,37
12066,0,3,3
12067,4,19,23
12068,4,15,19
12069,8,7,15
12070,6,5,11
12071,15,16,31
12072,73,20,93
12073,10,21,31
12074,8,9,17
12075,11,33,44
12076,6,37,43
12077,10,11,21
12078,1,20,21
12079,6,38,44
12080,17,45,62
12081,38,52,90
12082,2,15,17
12083,1,6,7
12084,2,7,9
12085,8,10,18
12086,0,1,1
12087,4,5,9
12088,0,2,2
12089,8,5,13
12090,4,7,11
12091,5,30,35
12092,12,25,37
12093,15,34,49
12094,0,7,7
12095,1,8,9
12096,0,19,19
12097,1,19,20
12098,1,10,11
12099,0,5,5
12100,6,21,27
12101,2,7,9
12102,4,38,42
12103,5,2,7
12104,20,53,73
12105,2,26,28
12106,9,8,17
12107,0,4,4
12108,2,9,11
12109,0,1,1
12110,12,17,29
12111,2,26,28
12112,10,6,16
12113,0,5,5
12114,4,6,10
12115,0,22,22
12116,6,16,22
12117,3,46,49
12118,8,54,62
12119,0,1,1
12120,1,4,5
12121,2,20,22
12122,0,35,35
12123,5,0,5
12124,1,16,17
12125,2,8,10
12126,0,1,1
12127,2,0,2
12128,20,20,40
12129,14,50,64
12130,0,5,5
12131,11,39,50
12132,3,7,10
12133,7,11,18
12134,7,6,13
12135,4,33,37
12136,29,12,41
12137,12,59,71
12138,2,4,6
12139,2,16,18
12140,3,7,10
12141,21,48,69
12142,2,22,24
12143,59,36,95
12144,2,16,18
12145,50,70,120
12146,4,12,16
12147,1,1,2
12148,46,19,65
12149,10,8,18
12150,8,15,23
12151,2,8,10
12152,8,18,26
12153,8,12,20
12154,5,15,20
12155,17,3,20
12156,66,31,97
12157,19,16,35
12158,18,44,62
12159,3,8,11
12160,1,6,7
12161,0,4,4
12162,1,6,7
12163,13,5,18
12164,42,51,93
12165,14,58,72
12166,2,4,6
12167,0,19,19
12168,6,3,9
12169,2,37,39
12170,12,23,35
12171,30,15,45
12172,19,6,25
12173,2,8,10
12174,6,5,11
12175,24,8,32
12176,2,8,10
12177,2,5,7
12178,18,23,41
12179,35,70,105
12180,5,27,32
12181,7,5,12
12182,5,18,23
12183,18,48,66
12184,7,9,16
12185,9,16,25
12186,1,2,3
12187,1,4,5
12188,4,16,20
12189,4,14,18
12190,0,8,8
12191,1,6,7
12192,3,6,9
12193,8,33,41
12194,14,51,65
12195,36,14,50
12196,7,18,25
12197,2,2,4
12198,89,48,137
12199,5,25,30
12200,11,22,33
12201,0,27,27
12202,6,15,21
12203,3,8,11
12204,0,1,1
12206,0,1,1
12207,1,0,1
12208,1,3,4
12209,1,1,2
12210,83,64,147
12211,2,27,29
12212,4,4,8
12213,56,47,103
12214,2,24,26
12215,8,4,12
12216,7,6,13
12217,4,27,31
12218,33,43,76
12219,4,28,32
12220,2,14,16
12221,6,26,32
12222,18,23,41
12223,5,8,13
12224,1,7,8
12225,7,14,21
12226,11,6,17
12227,2,6,8
12228,22,0,22
12229,0,5,5
12230,4,13,17
12231,2,15,17
12232,1,10,11
12233,4,7,11
12234,44,69,113
12235,5,0,5
12236,12,13,25
12237,3,18,21
12238,34,3,37
12239,2,32,34
12240,7,5,12
12241,2,7,9
12242,5,7,12
12243,3,0,3
12244,2,1,3
12245,1,1,2
12246,1,10,11
12247,4,30,34
12248,33,17,50
12249,3,32,35
12250,14,18,32
12251,115,69,184
12252,2,10,12
12253,2,1,3
12254,3,14,17
12255,1,17,18
12256,0,12,12
12257,1,2,3
12258,18,12,30
12259,16,15,31
12260,2,8,10
12261,0,3,3
12262,6,18,24
12263,4,28,32
12264,4,7,11
12265,0,41,41
12266,15,33,48
12267,0,52,52
12268,3,13,16
12269,4,1,5
12270,2,8,10
101001,11,32,43
101002,2,30,32
101003,11,44,55
101004,0,3,3
101005,3,7,10
101006,0,5,5
101007,17,18,35
101008,2,1,3
101009,5,0,5
101010,5,16,21
101011,27,26,53
101012,4,0,4
101013,20,37,57
101014,24,34,58
101015,1,3,4
101016,16,40,56
101017,1,14,15
101018,2,18,20
101019,5,9,14
101020,25,42,67
101021,1,10,11
101022,2,16,18
101023,0,11,11
101025,2,10,12
101026,6,46,52
101027,14,24,38
101028,1,19,20
101029,96,12,108
101030,1,7,8
101031,3,26,29
101032,4,9,13
101033,1,18,19
101034,5,9,14
101035,4,19,23
101036,12,73,85
101037,9,6,15
101038,4,45,49
101039,9,30,39
101040,0,35,35
101041,1,6,7
101042,3,43,46
101043,21,38,59
101044,2,9,11
101045,1,17,18
101046,2,3,5
101047,0,4,4
101048,0,5,5
101049,13,25,38
101050,0,8,8
101051,1,11,12
101052,0,10,10
101053,3,6,9
101055,8,2,10
101056,2,14,16
101057,0,21,21
101058,4,16,20
101059,0,5,5
101060,10,20,30
101061,5,10,15
101062,4,3,7
101064,2,26,28
101065,6,13,19
101066,1,11,12
101067,4,4,8
101069,3,25,28
101070,6,18,24
